C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET22:50:48

NGC  5139
---------

Number of objects : 7684

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
6488|    159.43|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 337                  |RG*|13 26 57.2806807307 -47 26 43.087725478|     ~|     ~|14.304|     ~|     ~|~              |   1|   0
6489|    317.34|   100|2011ApJ...731...64M|B              |2MASS J13265569-4723404            |RG*|13 26 55.6923198383 -47 23 40.457757049|     ~|     ~|14.259|     ~|     ~|~              |   1|   0
6490|    187.70|   100|2011ApJ...731...64M|B              |2MASS J13270578-4728394            |RG*|13 27 05.783 -47 28 39.46              |     ~|     ~|14.367|     ~|     ~|~              |   1|   0
6491|    150.68|   100|2011ApJ...731...64M|B              |2MASS J13270186-4728177            |RG*|13 27 01.8772283196 -47 28 17.803095344|     ~|     ~|14.190|     ~|     ~|~              |   1|   0
6492|     78.11|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 257                  |RG*|13 26 52.930 -47 27 53.00              |     ~|     ~|13.735|     ~|     ~|~              |   1|   0
6493|    180.51|   100|2011ApJ...731...64M|B              |2MASS J13270085-4726493            |RG*|13 27 00.855 -47 26 49.35              |     ~|     ~|14.367|     ~|     ~|~              |   1|   0
6494|    131.70|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 161                  |RG*|13 26 59.480 -47 29 31.40              |     ~|     ~|14.379|     ~|     ~|~              |   1|   0
6495|    298.01|   100|2011ApJ...731...64M|B              |2MASS J13271619-4729398            |RG*|13 27 16.198 -47 29 39.88              |     ~|     ~|14.796|     ~|     ~|~              |   1|   0
6496|    160.69|   100|2011ApJ...731...64M|B              |2MASS J13265730-4730505            |RG*|13 26 57.306 -47 30 50.58              |     ~|     ~|14.175|     ~|     ~|~              |   1|   0
6497|    123.95|   100|2011ApJ...731...64M|B              |2MASS J13265400-4730294            |RG*|13 26 54.0065867420 -47 30 29.621964687|     ~|     ~|14.394|     ~|     ~|~              |   1|   0
6498|    167.87|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 58                   |RG*|13 26 53.1408103238 -47 31 23.115949291|     ~|     ~|14.389|     ~|     ~|~              |   1|   0
6499|    294.56|   100|2011ApJ...731...64M|B              |2MASS J13270398-4732472            |RG*|13 27 03.982 -47 32 47.21              |     ~|     ~|13.710|     ~|     ~|~              |   1|   0
6500|    208.12|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 40                   |RG*|13 26 58.020 -47 31 43.50              |     ~|     ~|14.333|     ~|     ~|~              |   1|   0
6501|    235.23|   100|2011ApJ...731...64M|B              |2MASS J13263137-4731374            |RG*|13 26 31.373 -47 31 37.42              |     ~|15.343|14.403|     ~|     ~|~              |   2|   0
6502|    235.23|   100|2017AJ....154..150A|B              |2MASS J13263137-4731374            |RG*|13 26 31.373 -47 31 37.42              |     ~|15.343|14.403|     ~|     ~|~              |   2|   0
6503|     99.06|   100|2011ApJ...731...64M|B              |2MASS J13264734-4730250            |RG*|13 26 47.3504955714 -47 30 25.161415342|     ~|     ~|13.761|     ~|     ~|~              |   1|   0
6504|     39.20|   100|2011ApJ...731...64M|B              |2MASS J13264972-4729162            |RG*|13 26 49.7343666494 -47 29 16.393326609|     ~|     ~|13.931|     ~|     ~|~              |   1|   0
6505|    244.38|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 7                    |RG*|13 26 44.4074517156 -47 32 48.737912846|     ~|     ~|13.833|     ~|     ~|~              |   1|   0
6506|    127.45|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 98                   |RG*|13 26 39.560 -47 30 26.70              |     ~|     ~|14.320|     ~|     ~|~              |   1|   0
6507|    117.25|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 86                   |RG*|13 26 44.7161838173 -47 30 40.430573364|     ~|15.342|14.420|     ~|     ~|~              |   2|   0
6508|    117.25|   100|2017AJ....154..150A|B              |[MMP2011] RGB 86                   |RG*|13 26 44.7161838173 -47 30 40.430573364|     ~|15.342|14.420|     ~|     ~|~              |   2|   0
6509|    160.76|   100|2011ApJ...731...64M|B              |2MASS J13264130-4731151            |RG*|13 26 41.3089167199 -47 31 15.042557146|     ~|     ~|13.663|     ~|     ~|~              |   1|   0
6510|    170.77|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 47                   |RG*|13 26 45.400 -47 31 35.80              |     ~|     ~|13.751|     ~|     ~|~              |   1|   0
6511|    178.04|   100|2011ApJ...731...64M|B              |2MASS J13263415-4730443            |RG*|13 26 34.1563426841 -47 30 44.451689331|     ~|     ~|13.708|     ~|     ~|~              |   1|   0
6512|    149.32|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 205                  |RG*|13 26 32.5593396420 -47 28 41.274713263|     ~|     ~|13.938|     ~|     ~|~              |   1|   0
6513|    184.83|   100|2011ApJ...731...64M|B              |2MASS J13263048-4729580            |RG*|13 26 30.483 -47 29 58.03              |     ~|     ~|14.193|     ~|     ~|~              |   1|   0
6514|    157.80|   100|2011ApJ...731...64M|B              |2MASS J13263273-4729421            |RG*|13 26 32.7318219740 -47 29 42.262583202|     ~|     ~|13.775|     ~|     ~|~              |   1|   0
6515|     95.94|     0|2017AJ....154..150A|B              |[ALJ2017] 214                      |RG*|13 26 39.500 -47 27 51.50              |     ~|15.545|14.578|     ~|     ~|~              |   2|   0
6516|     95.94|   100|2011ApJ...731...64M|B              |[ALJ2017] 214                      |RG*|13 26 39.500 -47 27 51.50              |     ~|15.545|14.578|     ~|     ~|~              |   2|   0
6517|    172.34|   100|2011ApJ...731...64M|B              |2MASS J13263391-4726596            |RG*|13 26 33.917 -47 26 59.62              |     ~|     ~|14.381|     ~|     ~|~              |   1|   0
6518|    300.78|   100|2011ApJ...731...64M|B              |[VGG2014] SGB B.71                 |RG*|13 26 22.0048654262 -47 26 08.753495927|     ~|18.253|14.233|     ~|     ~|~              |   2|   0
6519|    300.78|   100|2014ApJ...791..107V|B              |[VGG2014] SGB B.71                 |RG*|13 26 22.0048654262 -47 26 08.753495927|     ~|18.253|14.233|     ~|     ~|~              |   2|   0
6520|    337.73|   100|2011ApJ...731...64M|B              |2MASS J13261658-4726350            |RG*|13 26 16.587 -47 26 35.06              |     ~|15.394|14.370|     ~|     ~|~              |   2|   0
6521|    337.73|   100|2017AJ....154..150A|B              |2MASS J13261658-4726350            |RG*|13 26 16.587 -47 26 35.06              |     ~|15.394|14.370|     ~|     ~|~              |   2|   0
6522|    319.51|   100|2011ApJ...731...64M|B              |[MMP2011] RGB 399                  |RG*|13 26 23.5269414069 -47 25 16.248183421|     ~|     ~|14.150|     ~|     ~|~              |   1|   0
6523|    333.54|   100|2011ApJ...737L..27R|B              |Cl* NGC 5139 SAW V451              |HB*|13 27 11.77 -47 32 29.0                |16.813|18.299|18.46 |18.547|18.52 |~              |   6|   0
6524|    333.54|   100|2016A&A...589A...1R|B              |Cl* NGC 5139 SAW V451              |HB*|13 27 11.77 -47 32 29.0                |16.813|18.299|18.46 |18.547|18.52 |~              |   6|   0
6525|    333.54|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 SAW V451              |HB*|13 27 11.77 -47 32 29.0                |16.813|18.299|18.46 |18.547|18.52 |~              |   6|   0
6526|    287.78|   100|2011ApJ...737L..27R|B              |Cl* NGC 5139 SAW V452              |HB*|13 27 04.84 -47 32 32.3                |     ~|18.438|18.42 |18.638|18.21 |~              |   3|   0
6527|    287.78|   100|2016A&A...589A...1R|B              |Cl* NGC 5139 SAW V452              |HB*|13 27 04.84 -47 32 32.3                |     ~|18.438|18.42 |18.638|18.21 |~              |   3|   0
6528|    327.38|   100|2011ApJ...737L..27R|B              |Cl* NGC 5139 SAW V453              |HB*|13 26 24.74 -47 24 51.8                |16.825|18.300|18.54 |18.583|18.74 |~              |   7|   0
6529|    327.38|   100|2016A&A...589A...1R|B              |Cl* NGC 5139 SAW V453              |HB*|13 26 24.74 -47 24 51.8                |16.825|18.300|18.54 |18.583|18.74 |~              |   7|   0
6530|    327.38|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 SAW V453              |HB*|13 26 24.74 -47 24 51.8                |16.825|18.300|18.54 |18.583|18.74 |~              |   7|   0
6531|    417.60|   100|2011ApJ...737L..27R|B              |Cl* NGC 5139 SAW V454              |HB*|13 26 15.00 -47 33 05.8                |16.721|18.205|18.42 |18.415|18.57 |~              |   6|   0
6532|    417.60|   100|2016A&A...589A...1R|B              |Cl* NGC 5139 SAW V454              |HB*|13 26 15.00 -47 33 05.8                |16.721|18.205|18.42 |18.415|18.57 |~              |   6|   0
6533|    417.60|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 SAW V454              |HB*|13 26 15.00 -47 33 05.8                |16.721|18.205|18.42 |18.415|18.57 |~              |   6|   0
6534|    361.10|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 79918             |*  |13 26 57.9185400254 -47 34 30.743140887|15.095|14.866|14.715|     ~|     ~|~              |   1|   0
6535|    373.54|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 199433            |HB*|13 27 24.054 -47 28 23.16              |16.993|17.936|17.993|     ~|17.888|~              |   2|   0
6536|    373.54|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 199433            |HB*|13 27 24.054 -47 28 23.16              |16.993|17.936|17.993|     ~|17.888|~              |   2|   0
6537|    710.50|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 39008             |*  |13 26 01.222 -47 37 42.21              |15.237|15.339|15.285|     ~|     ~|~              |   1|   0
6538|    597.30|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 48096             |*  |13 26 12.824 -47 36 50.94              |15.392|15.688|15.687|     ~|     ~|~              |   1|   0
6539|    596.57|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 63258             |*  |13 26 04.644 -47 35 37.78              |15.212|14.893|14.730|     ~|     ~|~              |   1|   0
6540|    495.45|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 72599             |*  |13 26 15.001 -47 34 58.39              |15.253|15.376|15.312|     ~|     ~|~              |   1|   0
6541|    438.99|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 77909             |*  |13 26 21.329 -47 34 37.70              |15.401|15.824|15.824|     ~|     ~|~              |   1|   0
6542|    460.93|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 82747             |*  |13 26 15.874 -47 34 19.66              |15.626|16.071|16.055|     ~|     ~|~              |   1|   0
6543|    490.76|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 84092             |*  |13 26 11.291 -47 34 14.67              |15.223|15.067|14.968|     ~|     ~|~              |   1|   0
6544|    489.03|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 91891             |*  |13 26 09.273 -47 33 47.63              |15.238|14.984|14.846|     ~|     ~|~              |   1|   0
6545|    593.54|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 98275             |*  |13 25 55.624 -47 33 26.20              |15.274|15.139|15.033|     ~|     ~|~              |   1|   0
6546|    441.60|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 99295             |*  |13 26 13.350 -47 33 23.34              |15.303|15.129|15.029|     ~|     ~|~              |   1|   0
6547|    528.36|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 105746            |*  |13 26 01.693 -47 33 02.74              |15.355|15.301|15.202|     ~|     ~|~              |   1|   0
6548|    439.49|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 113013            |HB*|13 26 10.560 -47 32 40.08              |16.798|17.691|17.806|     ~|18.052|~              |   2|   0
6549|    439.49|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 113013            |HB*|13 26 10.560 -47 32 40.08              |16.798|17.691|17.806|     ~|18.052|~              |   2|   0
6550|    491.15|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 115574            |*  |13 26 04.235 -47 32 31.99              |15.502|15.823|15.815|     ~|     ~|~              |   1|   0
6551|    525.32|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 121269            |*  |13 25 59.689 -47 32 14.52              |15.172|15.320|15.291|     ~|     ~|~              |   1|   0
6552|    572.53|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 128516            |*  |13 25 53.856 -47 31 52.51              |15.255|15.013|14.891|     ~|     ~|~              |   1|   0
6553|    502.20|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 137112            |*  |13 26 00.355 -47 31 27.64              |15.323|15.401|15.352|     ~|     ~|~              |   1|   0
6554|    504.65|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 138082            |HB*|13 26 00.010 -47 31 24.89              |17.162|18.178|18.308|     ~|18.569|~              |   2|   0
6555|    504.65|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 138082            |HB*|13 26 00.010 -47 31 24.89              |17.162|18.178|18.308|     ~|18.569|~              |   2|   0
6556|    598.56|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 144383            |*  |13 25 49.833 -47 31 05.20              |16.753|17.452|17.531|     ~|     ~|~              |   1|   0
6557|    497.13|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 149519            |*  |13 25 59.768 -47 30 49.73              |15.262|15.049|14.957|     ~|     ~|~              |   1|   0
6558|    605.40|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 161091            |HB*|13 25 48.212 -47 30 16.03              |17.258|18.264|18.364|     ~|18.596|~              |   2|   0
6559|    605.40|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 161091            |HB*|13 25 48.212 -47 30 16.03              |17.258|18.264|18.364|     ~|18.596|~              |   2|   0
6560|    393.57|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 164636            |*  |13 26 09.257 -47 30 05.92              |15.313|15.540|15.531|     ~|     ~|~              |   1|   0
6561|    624.77|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 167087            |*  |13 25 46.051 -47 29 58.11              |16.673|17.441|17.500|     ~|     ~|~              |   1|   0
6562|    601.71|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 173620            |HB*|13 25 48.150 -47 29 39.09              |17.086|18.240|18.434|     ~|18.665|~              |   2|   0
6563|    601.71|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 173620            |HB*|13 25 48.150 -47 29 39.09              |17.086|18.240|18.434|     ~|18.665|~              |   2|   0
6564|    395.93|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 179217            |*  |13 26 08.396 -47 29 23.48              |15.292|15.026|14.914|     ~|     ~|~              |   1|   0
6565|    409.69|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 188489            |*  |13 26 06.878 -47 28 55.71              |15.132|15.249|15.190|     ~|     ~|~              |   1|   0
6566|    542.11|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 193273            |*  |13 25 53.809 -47 28 41.24              |15.341|15.572|15.558|     ~|     ~|~              |   1|   0
6567|    546.79|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 197391            |*  |13 25 53.374 -47 28 28.60              |15.247|15.018|14.908|     ~|     ~|~              |   1|   0
6568|    481.91|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 202091            |HB*|13 25 59.852 -47 28 14.21              |17.268|18.412|18.561|     ~|18.796|~              |   2|   0
6569|    481.91|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 202091            |HB*|13 25 59.852 -47 28 14.21              |17.268|18.412|18.561|     ~|18.796|~              |   2|   0
6570|    540.70|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 207230            |*  |13 25 54.157 -47 27 58.70              |15.610|16.077|16.090|     ~|     ~|~              |   1|   0
6571|    604.95|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 211745            |*  |13 25 47.921 -47 27 45.11              |15.217|14.922|14.773|     ~|     ~|~              |   1|   0
6572|    503.69|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 213571            |HB*|13 25 58.033 -47 27 40.07              |17.928|19.145|19.180|     ~|19.041|~              |   2|   0
6573|    503.69|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 213571            |HB*|13 25 58.033 -47 27 40.07              |17.928|19.145|19.180|     ~|19.041|~              |   2|   0
6574|    521.29|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 215173            |*  |13 25 56.352 -47 27 34.87              |15.277|15.038|14.924|     ~|     ~|~              |   1|   0
6575|    401.71|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 225728            |*  |13 26 09.012 -47 27 02.27              |15.278|15.092|15.015|     ~|     ~|~              |   1|   0
6576|    519.07|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 219351            |*  |13 25 56.766 -47 27 22.03              |15.268|15.226|15.156|     ~|     ~|~              |   1|   0
6577|    405.19|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 230037            |HB*|13 26 09.037 -47 26 48.71              |17.331|18.506|18.629|     ~|18.630|~              |   2|   0
6578|    405.19|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 230037            |HB*|13 26 09.037 -47 26 48.71              |17.331|18.506|18.629|     ~|18.630|~              |   2|   0
6579|    656.75|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 234384            |*  |13 25 43.826 -47 26 34.87              |15.104|15.054|14.985|     ~|     ~|~              |   1|   0
6580|    436.21|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 236770            |*  |13 26 06.452 -47 26 28.86              |16.134|16.776|16.806|     ~|     ~|~              |   1|   0
6581|    714.67|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 264946            |*  |13 25 40.312 -47 25 04.09              |15.897|16.648|16.643|     ~|     ~|~              |   1|   0
6582|    670.43|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 265262            |*  |13 25 44.946 -47 25 03.23              |16.214|16.885|16.888|     ~|     ~|~              |   1|   0
6583|    492.18|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 46966             |*  |13 26 44.658 -47 36 57.56              |15.181|15.005|14.923|     ~|     ~|~              |   1|   0
6584|    525.25|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 51604             |*  |13 27 11.004 -47 36 33.20              |15.376|15.363|15.018|     ~|     ~|~              |   1|   0
6585|    448.08|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 57732             |*  |13 26 37.535 -47 36 03.18              |15.259|15.437|15.435|     ~|     ~|~              |   1|   0
6586|    428.12|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 59701             |*  |13 26 47.607 -47 35 54.21              |15.289|15.430|15.419|     ~|     ~|~              |   1|   0
6587|    429.28|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 63294             |*  |13 26 59.069 -47 35 38.45              |15.209|15.160|15.033|     ~|     ~|~              |   1|   0
6588|    405.60|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 65329             |*  |13 26 43.265 -47 35 29.66              |14.988|14.898|14.796|     ~|     ~|~              |   1|   0
6589|    409.45|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 65373             |*  |13 26 54.108 -47 35 29.67              |15.197|15.090|14.994|     ~|     ~|~              |   1|   0
6590|    445.00|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 69444             |*  |13 27 09.198 -47 35 11.79              |15.153|14.966|14.858|     ~|     ~|~              |   1|   0
6591|    418.55|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 73446             |*  |13 27 06.721 -47 34 55.44              |15.209|15.113|15.026|     ~|     ~|~              |   1|   0
6592|    374.08|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 73933             |*  |13 26 40.237 -47 34 53.32              |15.213|14.999|14.855|     ~|     ~|~              |   1|   0
6593|    366.56|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 78153             |*  |13 26 36.833 -47 34 37.06              |15.239|15.146|15.084|     ~|     ~|~              |   1|   0
6594|    440.97|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 57372             |*  |13 26 51.605 -47 36 04.89              |15.195|15.261|15.217|     ~|     ~|~              |   1|   0
6595|    450.35|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 63165             |*  |13 27 05.077 -47 35 38.81              |15.038|14.973|14.899|     ~|     ~|~              |   1|   0
6596|    497.65|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 64856             |*  |13 27 15.743 -47 35 31.77              |15.268|15.325|15.296|     ~|     ~|~              |   1|   0
6597|    429.61|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 65634             |*  |13 27 02.140 -47 35 28.49              |15.203|15.563|15.584|     ~|     ~|~              |   1|   0
6598|    469.22|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 69553             |*  |13 27 13.730 -47 35 11.34              |15.244|15.412|15.386|     ~|     ~|~              |   1|   0
6599|    362.94|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 76204             |*  |13 26 41.764 -47 34 44.71              |15.303|15.446|15.427|     ~|     ~|~              |   1|   0
6600|    368.91|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 80419             |*  |13 27 00.789 -47 34 28.70              |15.304|15.661|15.686|     ~|     ~|~              |   1|   0
6601|    407.44|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 93834             |*  |13 27 14.918 -47 33 42.11              |15.362|15.580|15.574|     ~|     ~|~              |   1|   0
6602|    198.87|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 141406            |HB*|13 27 00.174 -47 31 16.02              |16.441|17.628|17.863|     ~|18.000|~              |   2|   0
6603|    198.87|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 141406            |HB*|13 27 00.174 -47 31 16.02              |16.441|17.628|17.863|     ~|18.000|~              |   2|   0
6604|    307.04|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 149467            |HB*|13 27 14.9630 -47 30 50.853            |17.176|18.506|18.680|18.719|18.230|~              |   6|   0
6605|    307.04|   100|2016A&A...589A...1R|B              |Cl* NGC 5139 BPB 149467            |HB*|13 27 14.9630 -47 30 50.853            |17.176|18.506|18.680|18.719|18.230|~              |   6|   0
6606|    307.04|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 149467            |HB*|13 27 14.9630 -47 30 50.853            |17.176|18.506|18.680|18.719|18.230|~              |   6|   0
6607|    252.44|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 152744            |HB*|13 27 09.450 -47 30 41.18              |17.325|18.692|18.277|18.892|     ~|~              |   2|   0
6608|    252.44|   100|2016A&A...589A...1R|B              |Cl* NGC 5139 BPB 152744            |HB*|13 27 09.450 -47 30 41.18              |17.325|18.692|18.277|18.892|     ~|~              |   2|   0
6609|    205.59|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 183671            |HB*|13 27 07.410 -47 29 11.20              |17.696|18.728|19.127|     ~|19.611|~              |   2|   0
6610|    205.59|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 183671            |HB*|13 27 07.410 -47 29 11.20              |17.696|18.728|19.127|     ~|19.611|~              |   2|   0
6611|    275.70|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 189588            |HB*|13 27 14.466 -47 28 53.30              |17.320|18.476|18.754|     ~|18.509|~              |   2|   0
6612|    275.70|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 189588            |HB*|13 27 14.466 -47 28 53.30              |17.320|18.476|18.754|     ~|18.509|~              |   2|   0
6613|    227.92|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 206233            |*  |13 27 09.353 -47 28 02.94              |15.816|16.453|16.538|     ~|     ~|~              |   1|   0
6614|    311.25|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 210868            |HB*|13 27 17.456 -47 27 48.98              |16.730|17.621|17.685|     ~|17.474|~              |   2|   0
6615|    311.25|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 210868            |HB*|13 27 17.456 -47 27 48.98              |16.730|17.621|17.685|     ~|17.474|~              |   2|   0
6616|    224.83|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 213888            |*  |13 27 08.473 -47 27 39.99              |15.971|16.702|16.836|     ~|     ~|~              |   1|   0
6617|    276.83|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 217757            |*  |13 27 13.475 -47 27 28.09              |17.284|18.312|18.547|     ~|     ~|~              |   1|   0
6618|    272.53|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 225441            |*  |13 27 12.198 -47 27 04.01              |17.282|18.170|18.078|     ~|     ~|~              |   1|   0
6619|    296.75|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 234758            |*  |13 27 13.548 -47 26 35.36              |16.600|17.259|17.444|     ~|     ~|~              |   1|   0
6620|    267.83|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 237554            |HB*|13 27 09.864 -47 26 27.26              |17.231|18.570|18.851|     ~|18.907|~              |   2|   0
6621|    267.83|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 237554            |HB*|13 27 09.864 -47 26 27.26              |17.231|18.570|18.851|     ~|18.907|~              |   2|   0
6622|    172.79|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 243860            |*  |13 26 54.393 -47 26 09.09              |17.289|18.106|18.006|     ~|     ~|~              |   1|   0
6623|    511.73|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 162323            |HB*|13 27 37.027 -47 30 13.47              |17.109|18.339|18.530|     ~|18.719|~              |   2|   0
6624|    511.73|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 162323            |HB*|13 27 37.027 -47 30 13.47              |17.109|18.339|18.530|     ~|18.719|~              |   2|   0
6625|    434.67|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 163225            |HB*|13 27 29.341 -47 30 10.93              |17.326|18.461|18.692|     ~|18.807|~              |   2|   0
6626|    434.67|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 163225            |HB*|13 27 29.341 -47 30 10.93              |17.326|18.461|18.692|     ~|18.807|~              |   2|   0
6627|    355.41|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 168640            |*  |13 27 21.673 -47 29 55.31              |16.301|17.032|17.101|     ~|     ~|~              |   1|   0
6628|    603.28|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 193945            |*  |13 27 46.784 -47 28 39.84              |16.036|16.769|16.801|     ~|     ~|~              |   1|   0
6629|    582.27|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 210854            |HB*|13 27 44.429 -47 27 48.84              |17.065|18.262|18.429|     ~|18.481|~              |   2|   0
6630|    582.27|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 210854            |HB*|13 27 44.429 -47 27 48.84              |17.065|18.262|18.429|     ~|18.481|~              |   2|   0
6631|    642.02|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 BPB 211416            |HB*|13 27 50.332 -47 27 47.20              |16.314|17.150|17.262|     ~|17.305|~              |   2|   0
6632|    642.02|   100|2018A&A...618A..15L|B              |Cl* NGC 5139 BPB 211416            |HB*|13 27 50.332 -47 27 47.20              |16.314|17.150|17.262|     ~|17.305|~              |   2|   0
