C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET23:06:09

M  45
-----

Number of objects : 9580

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
6136|   7054.27|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 805              |*  |03 54 37.3564398811 +23 13 32.733673595|     ~|     ~|     ~|     ~|15.38 |~              |   6|   0
6137|   7054.27|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 805              |*  |03 54 37.3564398811 +23 13 32.733673595|     ~|     ~|     ~|     ~|15.38 |~              |   6|   0
6138|   7054.27|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 805              |*  |03 54 37.3564398811 +23 13 32.733673595|     ~|     ~|     ~|     ~|15.38 |~              |   6|   0
6139|   7764.49|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 807              |*  |03 54 45.8591345511 +22 53 54.949311446|     ~|     ~|     ~|     ~|18.27 |~              |   2|   0
6140|   7694.08|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 811              |*  |03 55 05.7372871579 +23 03 17.175424773|     ~|     ~|     ~|     ~|18.24 |~              |   2|   0
6141|   7605.48|    61|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 816              |PM*|03 55 32.8206363019 +23 19 08.172581851|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
6142|   7521.97|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 824              |Y*O|03 55 58.4017280110 +24 32 59.790531204|     ~|13.841|12.752|     ~|11.470|~              |  17|   0
6143|   7521.97|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 824              |Y*O|03 55 58.4017280110 +24 32 59.790531204|     ~|13.841|12.752|     ~|11.470|~              |  17|   0
6144|   7521.97|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 824              |Y*O|03 55 58.4017280110 +24 32 59.790531204|     ~|13.841|12.752|     ~|11.470|~              |  17|   0
6145|   9644.15|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 827              |PM*|03 56 05.8101664971 +22 26 22.111068631|     ~|14.633|13.361|     ~|11.886|~              |   7|   0
6146|   9644.15|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 827              |PM*|03 56 05.8101664971 +22 26 22.111068631|     ~|14.633|13.361|     ~|11.886|~              |   7|   0
6147|   9644.15|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 827              |PM*|03 56 05.8101664971 +22 26 22.111068631|     ~|14.633|13.361|     ~|11.886|~              |   7|   0
6148|   9644.15|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 827              |PM*|03 56 05.8101664971 +22 26 22.111068631|     ~|14.633|13.361|     ~|11.886|~              |   7|   0
6149|   7160.19|    63|2019PASP..131d4101G|B              |HD 23950                           |*  |03 49 55.0667676722 +22 14 38.950974883|     ~| 6.046| 6.070|     ~|     ~|B8III          | 102|   0
6150|   7160.19|   100|2017A&A...601A..19G|B              |HD 23950                           |*  |03 49 55.0667676722 +22 14 38.950974883|     ~| 6.046| 6.070|     ~|     ~|B8III          | 102|   0
6151|   1579.33|   100|2007ApJS..172..663S|B              |V* V545 Tau                        |Y*O|03 48 49.3189792350 +23 58 38.134081190|     ~|13.61 |12.65 |     ~|11.50 |K2.5e          |  77|   0
6152|   1579.33|   100|2016A&A...596A.113B|B              |V* V545 Tau                        |Y*O|03 48 49.3189792350 +23 58 38.134081190|     ~|13.61 |12.65 |     ~|11.50 |K2.5e          |  77|   0
6153|   1579.33|   100|2017AJ....154..224R|B              |V* V545 Tau                        |Y*O|03 48 49.3189792350 +23 58 38.134081190|     ~|13.61 |12.65 |     ~|11.50 |K2.5e          |  77|   0
6154|   5631.15|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 BPL 127             |*  |03 47 08.3124371652 +22 33 10.016568172|     ~|     ~|     ~|     ~|17.41 |~              |   4|   0
6155|   6841.74|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 BPL 326             |*  |03 55 18.1055317177 +24 17 05.786785069|     ~|     ~|     ~|     ~|16.74 |~              |   5|   0
6156|   3726.85|   100|2007ApJS..172..663S|B              |V* V382 Tau                        |Y*O|03 51 25.3410474038 +23 53 21.767393973|     ~|15.419|14.060|     ~|12.392|K9V:           |  40|   0
6157|   3726.85|   100|2018A&A...616A..10G|B              |V* V382 Tau                        |Y*O|03 51 25.3410474038 +23 53 21.767393973|     ~|15.419|14.060|     ~|12.392|K9V:           |  40|   0
6158|   3726.85|   100|2018A&A...618A..93C|B              |V* V382 Tau                        |Y*O|03 51 25.3410474038 +23 53 21.767393973|     ~|15.419|14.060|     ~|12.392|K9V:           |  40|   0
6159|   3726.85|   100|2019PASP..131d4101G|B              |V* V382 Tau                        |Y*O|03 51 25.3410474038 +23 53 21.767393973|     ~|15.419|14.060|     ~|12.392|K9V:           |  40|   0
6160|   6541.39|     0|2010MNRAS.408..475H|B              |TYC 1800-262-1                     |*  |03 52 15.6913988839 +22 45 29.702518192|     ~|12.76 |11.52 |     ~|     ~|~              |   2|   0
6161|   4266.37|    61|2012MNRAS.422.1495L|B              |V* V750 Tau                        |Er*|03 46 34.7955610677 +22 56 07.738343884|     ~|16.00 |     ~|     ~|     ~|~              |  18|   0
6162|   4266.37|   100|2018A&A...616A..10G|B              |V* V750 Tau                        |Er*|03 46 34.7955610677 +22 56 07.738343884|     ~|16.00 |     ~|     ~|     ~|~              |  18|   0
6163|   4266.37|   100|2018A&A...618A..93C|B              |V* V750 Tau                        |Er*|03 46 34.7955610677 +22 56 07.738343884|     ~|16.00 |     ~|     ~|     ~|~              |  18|   0
6164|   4266.37|   100|2019PASP..131d4101G|B              |V* V750 Tau                        |Er*|03 46 34.7955610677 +22 56 07.738343884|     ~|16.00 |     ~|     ~|     ~|~              |  18|   0
6165|  10403.44|   100|2017A&A...601A..19G|B              |HD 23388                           |PM*|03 45 31.9881813914 +21 14 48.093655654|     ~| 7.92 | 7.74 |     ~|     ~|A3             |  35|   0
6166|  10403.44|   100|2017AJ....154..224R|B              |HD 23388                           |PM*|03 45 31.9881813914 +21 14 48.093655654|     ~| 7.92 | 7.74 |     ~|     ~|A3             |  35|   0
6167|  10403.44|   100|2018A&A...616A..10G|B              |HD 23388                           |PM*|03 45 31.9881813914 +21 14 48.093655654|     ~| 7.92 | 7.74 |     ~|     ~|A3             |  35|   0
6168|  10403.44|   100|2019PASP..131d4101G|B              |HD 23388                           |PM*|03 45 31.9881813914 +21 14 48.093655654|     ~| 7.92 | 7.74 |     ~|     ~|A3             |  35|   0
6169|   9673.89|     0|2009A&A...498..949M|B              |BD+20 626                          |*  |03 46 13.0821483933 +21 26 07.893442854|     ~|11.16 |10.50 |     ~|     ~|G5             |   6|   0
6170|  11664.65|     0|2010MNRAS.408..475H|B              |BD+20 628                          |*  |03 46 31.2975155116 +20 52 42.127339126|     ~|10.08 | 9.70 |     ~|     ~|F0             |   5|   0
6171|  13691.72|     0|2010MNRAS.408..475H|B              |BD+19 589                          |*  |03 45 56.1562335165 +20 19 16.998262986|     ~|10.05 | 9.75 |     ~|     ~|G5             |   3|   0
6172|   2244.55|    98|2017AJ....154..224R|B              |V* V1065 Tau                       |RS*|03 46 40.2472957641 +23 29 51.879318554|14.016|13.01 |12.02 |     ~|10.93 |G7V            |  63|   0
6173|   2244.55|   100|2007ApJS..172..663S|B              |V* V1065 Tau                       |RS*|03 46 40.2472957641 +23 29 51.879318554|14.016|13.01 |12.02 |     ~|10.93 |G7V            |  63|   0
6174|   2244.55|   100|2012MNRAS.424.3178B|B              |V* V1065 Tau                       |RS*|03 46 40.2472957641 +23 29 51.879318554|14.016|13.01 |12.02 |     ~|10.93 |G7V            |  63|   0
6175|  16728.00|     0|2010MNRAS.408..475H|B              |BD+19 594                          |*  |03 47 27.5680157324 +19 28 16.402531650|     ~|10.27 | 9.80 |     ~|     ~|F5             |   4|   0
6176|  16488.74|    99|2019PASP..131d4101G|B              |BD+19 587                          |*  |03 45 01.6620207393 +19 33 33.723286325|     ~| 9.912| 9.449| 8.91 | 8.832|F5             |  22|   0
6177|  16488.74|   100|2007ApJS..172..663S|B              |BD+19 587                          |*  |03 45 01.6620207393 +19 33 33.723286325|     ~| 9.912| 9.449| 8.91 | 8.832|F5             |  22|   0
6178|  16488.74|   100|2017A&A...601A..19G|B              |BD+19 587                          |*  |03 45 01.6620207393 +19 33 33.723286325|     ~| 9.912| 9.449| 8.91 | 8.832|F5             |  22|   0
6179|  16488.74|   100|2017AJ....154..224R|B              |BD+19 587                          |*  |03 45 01.6620207393 +19 33 33.723286325|     ~| 9.912| 9.449| 8.91 | 8.832|F5             |  22|   0
6180|  16488.74|   100|2018A&A...616A..10G|B              |BD+19 587                          |*  |03 45 01.6620207393 +19 33 33.723286325|     ~| 9.912| 9.449| 8.91 | 8.832|F5             |  22|   0
6181|  11666.38|   100|2007ApJS..172..663S|B              |HIP 17607                          |*  |03 46 19.3405532136 +20 52 47.225162620|     ~|12.402|11.562|     ~|10.634|~              |  28|   0
6182|  11666.38|   100|2009A&A...498..949M|B              |HIP 17607                          |*  |03 46 19.3405532136 +20 52 47.225162620|     ~|12.402|11.562|     ~|10.634|~              |  28|   0
6183|  11666.38|   100|2017A&A...601A..19G|B              |HIP 17607                          |*  |03 46 19.3405532136 +20 52 47.225162620|     ~|12.402|11.562|     ~|10.634|~              |  28|   0
6184|  11666.38|   100|2017AJ....154..224R|B              |HIP 17607                          |*  |03 46 19.3405532136 +20 52 47.225162620|     ~|12.402|11.562|     ~|10.634|~              |  28|   0
6185|  11666.38|   100|2018A&A...616A..10G|B              |HIP 17607                          |*  |03 46 19.3405532136 +20 52 47.225162620|     ~|12.402|11.562|     ~|10.634|~              |  28|   0
6186|  11666.38|   100|2018A&A...618A..93C|B              |HIP 17607                          |*  |03 46 19.3405532136 +20 52 47.225162620|     ~|12.402|11.562|     ~|10.634|~              |  28|   0
6187|  11666.38|   100|2019PASP..131d4101G|B              |HIP 17607                          |*  |03 46 19.3405532136 +20 52 47.225162620|     ~|12.402|11.562|     ~|10.634|~              |  28|   0
6188|   9349.09|     0|2010MNRAS.408..475H|B              |Cl* Melotte 22 AK II-553           |PM*|03 46 29.9676802187 +21 31 20.134937967|     ~|11.87 |11.18 |     ~|     ~|~              |   3|   0
6189|  11157.66|     0|2009A&A...498..949M|B              |Cl* Melotte 22 AK V-14             |*  |03 47 46.9315516340 +21 01 21.286977209|     ~|12.14 |11.38 |     ~|     ~|~              |   3|   0
6190|  14964.86|     0|2010MNRAS.408..475H|B              |TYC 1257-804-1                     |*  |03 52 58.6223326451 +20 11 48.286181596|     ~|11.47 |10.89 |     ~|     ~|G0             |   3|   0
6191|  13505.92|     0|2010MNRAS.408..475H|B              |V* CV Tau                          |RR*|03 50 47.5057725721 +20 28 08.169340336|     ~|     ~|13.91 |     ~|     ~|~              |   9|   0
6192|  13657.36|     0|2010MNRAS.408..475H|B              |V* AI Tau                          |RR*|03 48 19.8234177384 +20 20 07.668403604|     ~|     ~|13.45 |     ~|     ~|~              |  17|   0
6193|  10846.46|     0|2009A&A...498..949M|B              |Cl* Melotte 22 PELS 51             |*  |03 48 16.5647927872 +21 07 05.451663872|     ~|11.64 |11.14 |     ~|     ~|~              |   4|   0
6194|  13917.37|    63|2019PASP..131d4101G|B              |LP 413-100                         |PM*|03 52 08.8104275336 +20 26 18.796951353|     ~|12.992|11.928|     ~|10.651|~              |  13|   0
6195|  13917.37|    88|2017AJ....154..224R|B              |LP 413-100                         |PM*|03 52 08.8104275336 +20 26 18.796951353|     ~|12.992|11.928|     ~|10.651|~              |  13|   0
6196|  13917.37|   100|2007ApJS..172..663S|B              |LP 413-100                         |PM*|03 52 08.8104275336 +20 26 18.796951353|     ~|12.992|11.928|     ~|10.651|~              |  13|   0
6197|  13917.37|   100|2010MNRAS.408..475H|B              |LP 413-100                         |PM*|03 52 08.8104275336 +20 26 18.796951353|     ~|12.992|11.928|     ~|10.651|~              |  13|   0
6198|   9637.25|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 PELS 68             |*  |03 51 42.0907925811 +21 40 06.079567220|     ~|12.333|11.485|     ~|10.567|~              |  21|   0
6199|   9637.25|   100|2009A&A...498..949M|B              |Cl* Melotte 22 PELS 68             |*  |03 51 42.0907925811 +21 40 06.079567220|     ~|12.333|11.485|     ~|10.567|~              |  21|   0
6200|   9637.25|   100|2017A&A...601A..19G|B              |Cl* Melotte 22 PELS 68             |*  |03 51 42.0907925811 +21 40 06.079567220|     ~|12.333|11.485|     ~|10.567|~              |  21|   0
6201|   9637.25|   100|2017AJ....154..224R|B              |Cl* Melotte 22 PELS 68             |*  |03 51 42.0907925811 +21 40 06.079567220|     ~|12.333|11.485|     ~|10.567|~              |  21|   0
6202|   9637.25|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 PELS 68             |*  |03 51 42.0907925811 +21 40 06.079567220|     ~|12.333|11.485|     ~|10.567|~              |  21|   0
6203|   9637.25|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 PELS 68             |*  |03 51 42.0907925811 +21 40 06.079567220|     ~|12.333|11.485|     ~|10.567|~              |  21|   0
6204|   9637.25|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 PELS 68             |*  |03 51 42.0907925811 +21 40 06.079567220|     ~|12.333|11.485|     ~|10.567|~              |  21|   0
6205|   9716.86|    85|2017AJ....154..224R|B              |Cl* Melotte 22 PELS 69             |Er*|03 52 52.9952497782 +21 46 54.711035495|     ~|12.634|11.771|     ~|10.724|~              |  15|   0
6206|   9716.86|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 PELS 69             |Er*|03 52 52.9952497782 +21 46 54.711035495|     ~|12.634|11.771|     ~|10.724|~              |  15|   0
6207|   9716.86|   100|2009A&A...498..949M|B              |Cl* Melotte 22 PELS 69             |Er*|03 52 52.9952497782 +21 46 54.711035495|     ~|12.634|11.771|     ~|10.724|~              |  15|   0
6208|  11607.54|    99|2019PASP..131d4101G|B              |HIP 18266                          |PM*|03 54 27.8322540541 +21 23 23.083496405|     ~|11.672|10.948|     ~|10.143|~              |  27|   0
6209|  11607.54|   100|2007ApJS..172..663S|B              |HIP 18266                          |PM*|03 54 27.8322540541 +21 23 23.083496405|     ~|11.672|10.948|     ~|10.143|~              |  27|   0
6210|  11607.54|   100|2009A&A...498..949M|B              |HIP 18266                          |PM*|03 54 27.8322540541 +21 23 23.083496405|     ~|11.672|10.948|     ~|10.143|~              |  27|   0
6211|  11607.54|   100|2017A&A...601A..19G|B              |HIP 18266                          |PM*|03 54 27.8322540541 +21 23 23.083496405|     ~|11.672|10.948|     ~|10.143|~              |  27|   0
6212|  11607.54|   100|2017AJ....154..224R|B              |HIP 18266                          |PM*|03 54 27.8322540541 +21 23 23.083496405|     ~|11.672|10.948|     ~|10.143|~              |  27|   0
6213|  11607.54|   100|2018A&A...616A..10G|B              |HIP 18266                          |PM*|03 54 27.8322540541 +21 23 23.083496405|     ~|11.672|10.948|     ~|10.143|~              |  27|   0
6214|  13030.38|    99|2017AJ....154..224R|B              |Cl* Melotte 22 AK 5168             |PM*|03 55 31.9380393612 +21 04 46.176918167|     ~|11.810|11.037|     ~|10.193|~              |  19|   0
6215|  13030.38|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 AK 5168             |PM*|03 55 31.9380393612 +21 04 46.176918167|     ~|11.810|11.037|     ~|10.193|~              |  19|   0
6216|  13030.38|   100|2009A&A...498..949M|B              |Cl* Melotte 22 AK 5168             |PM*|03 55 31.9380393612 +21 04 46.176918167|     ~|11.810|11.037|     ~|10.193|~              |  19|   0
6217|  13030.38|   100|2017A&A...601A..19G|B              |Cl* Melotte 22 AK 5168             |PM*|03 55 31.9380393612 +21 04 46.176918167|     ~|11.810|11.037|     ~|10.193|~              |  19|   0
6218|  13030.38|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 AK 5168             |PM*|03 55 31.9380393612 +21 04 46.176918167|     ~|11.810|11.037|     ~|10.193|~              |  19|   0
6219|  16801.14|    60|2019PASP..131d4101G|B              |BD+19 605                          |*  |03 52 00.8082682105 +19 35 48.721627844|     ~|11.104|10.476| 9.91 | 9.727|~              |  25|   0
6220|  16801.14|   100|2007ApJS..172..663S|B              |BD+19 605                          |*  |03 52 00.8082682105 +19 35 48.721627844|     ~|11.104|10.476| 9.91 | 9.727|~              |  25|   0
6221|  16801.14|   100|2009A&A...498..949M|B              |BD+19 605                          |*  |03 52 00.8082682105 +19 35 48.721627844|     ~|11.104|10.476| 9.91 | 9.727|~              |  25|   0
