C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET23:06:09

M  45
-----

Number of objects : 9580

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
5998|   4000.74|   100|2019PASP..131d4101G|B              |V* V340 Tau                        |Er*|03 48 05.8213763146 +23 02 02.941555117|     ~|17.85 |16.16 |     ~|13.74 |~              |  37|   0
5999|   1065.35|    88|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 555              |Er*|03 48 10.1651599069 +23 59 20.351472756|     ~|     ~|19.50 |     ~|16.43 |~              |  19|   0
6000|   1065.35|    99|2017AJ....154..224R|B              |Cl* Melotte 22 DH 555              |Er*|03 48 10.1651599069 +23 59 20.351472756|     ~|     ~|19.50 |     ~|16.43 |~              |  19|   0
6001|   1065.35|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 555              |Er*|03 48 10.1651599069 +23 59 20.351472756|     ~|     ~|19.50 |     ~|16.43 |~              |  19|   0
6002|   1065.35|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 555              |Er*|03 48 10.1651599069 +23 59 20.351472756|     ~|     ~|19.50 |     ~|16.43 |~              |  19|   0
6003|   1065.35|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 555              |Er*|03 48 10.1651599069 +23 59 20.351472756|     ~|     ~|19.50 |     ~|16.43 |~              |  19|   0
6004|   1065.35|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 555              |Er*|03 48 10.1651599069 +23 59 20.351472756|     ~|     ~|19.50 |     ~|16.43 |~              |  19|   0
6005|   3715.06|    83|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 576              |Er*|03 48 23.9127028904 +23 08 08.443277620|     ~|     ~|     ~|     ~|15.88 |~              |  14|   0
6006|   3715.06|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 576              |Er*|03 48 23.9127028904 +23 08 08.443277620|     ~|     ~|     ~|     ~|15.88 |~              |  14|   0
6007|   3715.06|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 576              |Er*|03 48 23.9127028904 +23 08 08.443277620|     ~|     ~|     ~|     ~|15.88 |~              |  14|   0
6008|   3715.06|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 576              |Er*|03 48 23.9127028904 +23 08 08.443277620|     ~|     ~|     ~|     ~|15.88 |~              |  14|   0
6009|   3715.06|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 576              |Er*|03 48 23.9127028904 +23 08 08.443277620|     ~|     ~|     ~|     ~|15.88 |~              |  14|   0
6010|   3715.06|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 576              |Er*|03 48 23.9127028904 +23 08 08.443277620|     ~|     ~|     ~|     ~|15.88 |~              |  14|   0
6011|   1515.14|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 593              |*  |03 48 50.4957729542 +24 08 27.260273614|     ~|     ~|     ~|     ~|17.68 |~              |   2|   0
6012|   2253.71|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 610              |*  |03 49 18.6498917307 +23 46 48.994573691|     ~|     ~|     ~|     ~|15.62 |~              |   4|   0
6013|   3690.66|    86|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 626              |Er*|03 49 32.1598499927 +23 16 18.118788950|     ~|     ~|     ~|     ~|15.97 |~              |  14|   0
6014|   3690.66|    99|2017AJ....154..224R|B              |Cl* Melotte 22 DH 626              |Er*|03 49 32.1598499927 +23 16 18.118788950|     ~|     ~|     ~|     ~|15.97 |~              |  14|   0
6015|   3690.66|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 626              |Er*|03 49 32.1598499927 +23 16 18.118788950|     ~|     ~|     ~|     ~|15.97 |~              |  14|   0
6016|   3690.66|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 626              |Er*|03 49 32.1598499927 +23 16 18.118788950|     ~|     ~|     ~|     ~|15.97 |~              |  14|   0
6017|   3690.66|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 626              |Er*|03 49 32.1598499927 +23 16 18.118788950|     ~|     ~|     ~|     ~|15.97 |~              |  14|   0
6018|   3690.66|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 626              |Er*|03 49 32.1598499927 +23 16 18.118788950|     ~|     ~|     ~|     ~|15.97 |~              |  14|   0
6019|   2815.14|    87|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 644              |Er*|03 49 57.6298181876 +23 43 28.288048247|     ~|     ~|     ~|     ~|16.18 |~              |  16|   0
6020|   2815.14|    90|2019MNRAS.490.2521H|B              |Cl* Melotte 22 DH 644              |Er*|03 49 57.6298181876 +23 43 28.288048247|     ~|     ~|     ~|     ~|16.18 |~              |  16|   0
6021|   2815.14|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 644              |Er*|03 49 57.6298181876 +23 43 28.288048247|     ~|     ~|     ~|     ~|16.18 |~              |  16|   0
6022|   2815.14|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 644              |Er*|03 49 57.6298181876 +23 43 28.288048247|     ~|     ~|     ~|     ~|16.18 |~              |  16|   0
6023|   2815.14|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 644              |Er*|03 49 57.6298181876 +23 43 28.288048247|     ~|     ~|     ~|     ~|16.18 |~              |  16|   0
6024|   2815.14|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 644              |Er*|03 49 57.6298181876 +23 43 28.288048247|     ~|     ~|     ~|     ~|16.18 |~              |  16|   0
6025|   2815.14|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 644              |Er*|03 49 57.6298181876 +23 43 28.288048247|     ~|     ~|     ~|     ~|16.18 |~              |  16|   0
6026|   3872.50|    77|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 650              |PM*|03 50 04.9962300410 +23 18 17.452380297|     ~|     ~|     ~|     ~|16.19 |~              |  13|   0
6027|   3872.50|    99|2017AJ....154..224R|B              |Cl* Melotte 22 DH 650              |PM*|03 50 04.9962300410 +23 18 17.452380297|     ~|     ~|     ~|     ~|16.19 |~              |  13|   0
6028|   3872.50|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 650              |PM*|03 50 04.9962300410 +23 18 17.452380297|     ~|     ~|     ~|     ~|16.19 |~              |  13|   0
6029|   3872.50|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 650              |PM*|03 50 04.9962300410 +23 18 17.452380297|     ~|     ~|     ~|     ~|16.19 |~              |  13|   0
6030|   3872.50|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 650              |PM*|03 50 04.9962300410 +23 18 17.452380297|     ~|     ~|     ~|     ~|16.19 |~              |  13|   0
6031|   2723.92|    92|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 659              |Er*|03 50 12.4444485832 +23 55 36.035447216|     ~|     ~|18.15 |     ~|15.29 |~              |  15|   0
6032|   2723.92|    98|2017AJ....154..224R|B              |Cl* Melotte 22 DH 659              |Er*|03 50 12.4444485832 +23 55 36.035447216|     ~|     ~|18.15 |     ~|15.29 |~              |  15|   0
6033|   2723.92|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 659              |Er*|03 50 12.4444485832 +23 55 36.035447216|     ~|     ~|18.15 |     ~|15.29 |~              |  15|   0
6034|   2723.92|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 659              |Er*|03 50 12.4444485832 +23 55 36.035447216|     ~|     ~|18.15 |     ~|15.29 |~              |  15|   0
6035|   2723.92|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 659              |Er*|03 50 12.4444485832 +23 55 36.035447216|     ~|     ~|18.15 |     ~|15.29 |~              |  15|   0
6036|   2723.92|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 659              |Er*|03 50 12.4444485832 +23 55 36.035447216|     ~|     ~|18.15 |     ~|15.29 |~              |  15|   0
6037|   2856.39|    56|2019MNRAS.490.2521H|B              |Cl* Melotte 22 DH 660              |PM*|03 50 12.5923709353 +23 48 49.028640697|     ~|     ~|     ~|     ~|16.25 |~              |  13|   0
6038|   2856.39|    77|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 660              |PM*|03 50 12.5923709353 +23 48 49.028640697|     ~|     ~|     ~|     ~|16.25 |~              |  13|   0
6039|   2856.39|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 660              |PM*|03 50 12.5923709353 +23 48 49.028640697|     ~|     ~|     ~|     ~|16.25 |~              |  13|   0
6040|   2856.39|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 660              |PM*|03 50 12.5923709353 +23 48 49.028640697|     ~|     ~|     ~|     ~|16.25 |~              |  13|   0
6041|   2856.39|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 660              |PM*|03 50 12.5923709353 +23 48 49.028640697|     ~|     ~|     ~|     ~|16.25 |~              |  13|   0
6042|   2856.39|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 660              |PM*|03 50 12.5923709353 +23 48 49.028640697|     ~|     ~|     ~|     ~|16.25 |~              |  13|   0
6043|   2856.39|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 660              |PM*|03 50 12.5923709353 +23 48 49.028640697|     ~|     ~|     ~|     ~|16.25 |~              |  13|   0
6044|   5053.67|    89|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 664              |*  |03 50 17.5841897120 +22 55 59.061847825|     ~|     ~|     ~|     ~|16.28 |~              |   6|   0
6045|   5053.67|    96|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 664              |*  |03 50 17.5841897120 +22 55 59.061847825|     ~|     ~|     ~|     ~|16.28 |~              |   6|   0
6046|   5053.67|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 664              |*  |03 50 17.5841897120 +22 55 59.061847825|     ~|     ~|     ~|     ~|16.28 |~              |   6|   0
6047|   5053.67|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 664              |*  |03 50 17.5841897120 +22 55 59.061847825|     ~|     ~|     ~|     ~|16.28 |~              |   6|   0
6048|   3892.60|    74|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 670              |Er*|03 50 27.3443692217 +23 22 45.162428295|     ~|     ~|18.16 |     ~|15.44 |~              |  14|   0
6049|   3892.60|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 670              |Er*|03 50 27.3443692217 +23 22 45.162428295|     ~|     ~|18.16 |     ~|15.44 |~              |  14|   0
6050|   3892.60|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 670              |Er*|03 50 27.3443692217 +23 22 45.162428295|     ~|     ~|18.16 |     ~|15.44 |~              |  14|   0
6051|   3892.60|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 670              |Er*|03 50 27.3443692217 +23 22 45.162428295|     ~|     ~|18.16 |     ~|15.44 |~              |  14|   0
6052|   3892.60|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 670              |Er*|03 50 27.3443692217 +23 22 45.162428295|     ~|     ~|18.16 |     ~|15.44 |~              |  14|   0
6053|   3892.60|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 670              |Er*|03 50 27.3443692217 +23 22 45.162428295|     ~|     ~|18.16 |     ~|15.44 |~              |  14|   0
6054|   4741.97|    94|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 671              |Er*|03 50 27.8264934251 +23 03 55.159129369|     ~|     ~|     ~|     ~|15.71 |~              |  14|   0
6055|   4741.97|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 671              |Er*|03 50 27.8264934251 +23 03 55.159129369|     ~|     ~|     ~|     ~|15.71 |~              |  14|   0
6056|   4741.97|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 671              |Er*|03 50 27.8264934251 +23 03 55.159129369|     ~|     ~|     ~|     ~|15.71 |~              |  14|   0
6057|   4741.97|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 671              |Er*|03 50 27.8264934251 +23 03 55.159129369|     ~|     ~|     ~|     ~|15.71 |~              |  14|   0
6058|   4741.97|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 671              |Er*|03 50 27.8264934251 +23 03 55.159129369|     ~|     ~|     ~|     ~|15.71 |~              |  14|   0
6059|   4741.97|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 671              |Er*|03 50 27.8264934251 +23 03 55.159129369|     ~|     ~|     ~|     ~|15.71 |~              |  14|   0
6060|   3064.75|    85|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 683              |*  |03 50 42.4302046739 +24 12 55.597808609|     ~|     ~|     ~|     ~|15.45 |~              |   8|   0
6061|   3064.75|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 683              |*  |03 50 42.4302046739 +24 12 55.597808609|     ~|     ~|     ~|     ~|15.45 |~              |   8|   0
6062|   3064.75|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 683              |*  |03 50 42.4302046739 +24 12 55.597808609|     ~|     ~|     ~|     ~|15.45 |~              |   8|   0
6063|   3064.75|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 683              |*  |03 50 42.4302046739 +24 12 55.597808609|     ~|     ~|     ~|     ~|15.45 |~              |   8|   0
6064|   6500.88|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 686              |*  |03 50 53.8518523434 +22 32 53.036856654|     ~|13.843|12.772|     ~|11.545|~              |   6|   0
6065|   6500.88|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 686              |*  |03 50 53.8518523434 +22 32 53.036856654|     ~|13.843|12.772|     ~|11.545|~              |   6|   0
6066|   6500.88|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 686              |*  |03 50 53.8518523434 +22 32 53.036856654|     ~|13.843|12.772|     ~|11.545|~              |   6|   0
6067|   6500.88|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 686              |*  |03 50 53.8518523434 +22 32 53.036856654|     ~|13.843|12.772|     ~|11.545|~              |   6|   0
6068|   6323.69|    82|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 694              |PM*|03 51 06.1199798775 +22 38 00.889199665|     ~|     ~|     ~|     ~|15.96 |~              |   8|   0
6069|   6323.69|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 694              |PM*|03 51 06.1199798775 +22 38 00.889199665|     ~|     ~|     ~|     ~|15.96 |~              |   8|   0
6070|   6323.69|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 694              |PM*|03 51 06.1199798775 +22 38 00.889199665|     ~|     ~|     ~|     ~|15.96 |~              |   8|   0
6071|   6323.69|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 694              |PM*|03 51 06.1199798775 +22 38 00.889199665|     ~|     ~|     ~|     ~|15.96 |~              |   8|   0
6072|   6323.69|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 694              |PM*|03 51 06.1199798775 +22 38 00.889199665|     ~|     ~|     ~|     ~|15.96 |~              |   8|   0
6073|   4375.25|    90|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 695              |Er*|03 51 07.1026113679 +23 20 57.729439428|     ~|     ~|     ~|     ~|15.36 |~              |  11|   0
6074|   4375.25|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 695              |Er*|03 51 07.1026113679 +23 20 57.729439428|     ~|     ~|     ~|     ~|15.36 |~              |  11|   0
6075|   4375.25|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 695              |Er*|03 51 07.1026113679 +23 20 57.729439428|     ~|     ~|     ~|     ~|15.36 |~              |  11|   0
6076|   4375.25|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 695              |Er*|03 51 07.1026113679 +23 20 57.729439428|     ~|     ~|     ~|     ~|15.36 |~              |  11|   0
6077|   4947.74|    90|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 703              |Er*|03 51 19.4779180192 +23 09 49.608376042|     ~|     ~|     ~|     ~|14.72 |~              |  12|   0
6078|   4947.74|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 703              |Er*|03 51 19.4779180192 +23 09 49.608376042|     ~|     ~|     ~|     ~|14.72 |~              |  12|   0
6079|   4947.74|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 703              |Er*|03 51 19.4779180192 +23 09 49.608376042|     ~|     ~|     ~|     ~|14.72 |~              |  12|   0
6080|   4947.74|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 703              |Er*|03 51 19.4779180192 +23 09 49.608376042|     ~|     ~|     ~|     ~|14.72 |~              |  12|   0
6081|   4947.74|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 703              |Er*|03 51 19.4779180192 +23 09 49.608376042|     ~|     ~|     ~|     ~|14.72 |~              |  12|   0
6082|   5196.80|    88|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 704              |*  |03 51 19.7682959675 +23 04 04.223806266|     ~|     ~|     ~|     ~|16.25 |~              |   7|   0
6083|   5196.80|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 704              |*  |03 51 19.7682959675 +23 04 04.223806266|     ~|     ~|     ~|     ~|16.25 |~              |   7|   0
6084|   5196.80|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 704              |*  |03 51 19.7682959675 +23 04 04.223806266|     ~|     ~|     ~|     ~|16.25 |~              |   7|   0
6085|   5196.80|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 704              |*  |03 51 19.7682959675 +23 04 04.223806266|     ~|     ~|     ~|     ~|16.25 |~              |   7|   0
6086|   5196.80|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 704              |*  |03 51 19.7682959675 +23 04 04.223806266|     ~|     ~|     ~|     ~|16.25 |~              |   7|   0
6087|   5852.11|    88|2012MNRAS.422.1495L|B              |2MASS J03512381+2250293            |Y*O|03 51 23.8123303109 +22 50 29.303103645|     ~|15.642|14.268|     ~|12.523|~              |  10|   0
6088|   5852.11|   100|2007ApJS..172..663S|B              |2MASS J03512381+2250293            |Y*O|03 51 23.8123303109 +22 50 29.303103645|     ~|15.642|14.268|     ~|12.523|~              |  10|   0
6089|   5852.11|   100|2018A&A...616A..10G|B              |2MASS J03512381+2250293            |Y*O|03 51 23.8123303109 +22 50 29.303103645|     ~|15.642|14.268|     ~|12.523|~              |  10|   0
6090|   5852.11|   100|2018A&A...618A..93C|B              |2MASS J03512381+2250293            |Y*O|03 51 23.8123303109 +22 50 29.303103645|     ~|15.642|14.268|     ~|12.523|~              |  10|   0
6091|   5852.11|   100|2019PASP..131d4101G|B              |2MASS J03512381+2250293            |Y*O|03 51 23.8123303109 +22 50 29.303103645|     ~|15.642|14.268|     ~|12.523|~              |  10|   0
6092|   6240.47|   100|2007ApJS..172..663S|B              |2MASS J03513903+2245010            |Y*O|03 51 39.0353970030 +22 45 00.998271700|     ~|13.156|12.199|     ~|11.130|~              |  10|   0
6093|   6240.47|   100|2010MNRAS.408..475H|B              |2MASS J03513903+2245010            |Y*O|03 51 39.0353970030 +22 45 00.998271700|     ~|13.156|12.199|     ~|11.130|~              |  10|   0
6094|   6240.47|   100|2018A&A...616A..10G|B              |2MASS J03513903+2245010            |Y*O|03 51 39.0353970030 +22 45 00.998271700|     ~|13.156|12.199|     ~|11.130|~              |  10|   0
6095|   6240.47|   100|2018A&A...618A..93C|B              |2MASS J03513903+2245010            |Y*O|03 51 39.0353970030 +22 45 00.998271700|     ~|13.156|12.199|     ~|11.130|~              |  10|   0
6096|   6240.47|   100|2019PASP..131d4101G|B              |2MASS J03513903+2245010            |Y*O|03 51 39.0353970030 +22 45 00.998271700|     ~|13.156|12.199|     ~|11.130|~              |  10|   0
6097|   3940.34|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 720              |PM*|03 51 39.1900047335 +23 51 18.439261609|     ~|     ~|     ~|     ~|15.50 |~              |   7|   0
6098|   3940.34|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 720              |PM*|03 51 39.1900047335 +23 51 18.439261609|     ~|     ~|     ~|     ~|15.50 |~              |   7|   0
6099|   3940.34|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 720              |PM*|03 51 39.1900047335 +23 51 18.439261609|     ~|     ~|     ~|     ~|15.50 |~              |   7|   0
6100|   3960.62|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 723              |*  |03 51 42.3088508929 +24 21 41.437955543|     ~|     ~|     ~|     ~|15.15 |~              |   8|   0
6101|   3960.62|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 723              |*  |03 51 42.3088508929 +24 21 41.437955543|     ~|     ~|     ~|     ~|15.15 |~              |   8|   0
6102|   3960.62|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 723              |*  |03 51 42.3088508929 +24 21 41.437955543|     ~|     ~|     ~|     ~|15.15 |~              |   8|   0
6103|   3960.62|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 723              |*  |03 51 42.3088508929 +24 21 41.437955543|     ~|     ~|     ~|     ~|15.15 |~              |   8|   0
6104|   5941.00|    72|2012MNRAS.422.1495L|B              |V* V386 Tau                        |Y*O|03 51 50.5869284593 +22 53 44.571825096|     ~|     ~|17.58 |     ~|14.47 |~              |  19|   0
6105|   5941.00|   100|2007ApJS..172..663S|B              |V* V386 Tau                        |Y*O|03 51 50.5869284593 +22 53 44.571825096|     ~|     ~|17.58 |     ~|14.47 |~              |  19|   0
6106|   5941.00|   100|2018A&A...616A..10G|B              |V* V386 Tau                        |Y*O|03 51 50.5869284593 +22 53 44.571825096|     ~|     ~|17.58 |     ~|14.47 |~              |  19|   0
6107|   5941.00|   100|2018A&A...618A..93C|B              |V* V386 Tau                        |Y*O|03 51 50.5869284593 +22 53 44.571825096|     ~|     ~|17.58 |     ~|14.47 |~              |  19|   0
6108|   5941.00|   100|2019PASP..131d4101G|B              |V* V386 Tau                        |Y*O|03 51 50.5869284593 +22 53 44.571825096|     ~|     ~|17.58 |     ~|14.47 |~              |  19|   0
6109|   8650.99|    62|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 741              |PM*|03 52 06.6622129778 +22 01 14.662939228|     ~|     ~|     ~|     ~|15.75 |~              |  13|   0
6110|   8650.99|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 741              |PM*|03 52 06.6622129778 +22 01 14.662939228|     ~|     ~|     ~|     ~|15.75 |~              |  13|   0
6111|   8650.99|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 741              |PM*|03 52 06.6622129778 +22 01 14.662939228|     ~|     ~|     ~|     ~|15.75 |~              |  13|   0
6112|   8650.99|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 741              |PM*|03 52 06.6622129778 +22 01 14.662939228|     ~|     ~|     ~|     ~|15.75 |~              |  13|   0
6113|   8650.99|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 741              |PM*|03 52 06.6622129778 +22 01 14.662939228|     ~|     ~|     ~|     ~|15.75 |~              |  13|   0
6114|   8749.97|    91|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 749              |Er*|03 52 18.4529057809 +22 00 53.616589672|     ~|17.271|15.747|     ~|13.517|~              |  12|   0
6115|   8749.97|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 749              |Er*|03 52 18.4529057809 +22 00 53.616589672|     ~|17.271|15.747|     ~|13.517|~              |  12|   0
6116|   8749.97|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 749              |Er*|03 52 18.4529057809 +22 00 53.616589672|     ~|17.271|15.747|     ~|13.517|~              |  12|   0
6117|   8749.97|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 749              |Er*|03 52 18.4529057809 +22 00 53.616589672|     ~|17.271|15.747|     ~|13.517|~              |  12|   0
6118|   6897.80|    91|2019MNRAS.490.2521H|B              |2MASS J03530452+2248050            |Y*O|03 53 04.5298661993 +22 48 04.878181488|     ~|14.884|13.628|     ~|12.129|~              |   9|   0
6119|   6897.80|   100|2007ApJS..172..663S|B              |2MASS J03530452+2248050            |Y*O|03 53 04.5298661993 +22 48 04.878181488|     ~|14.884|13.628|     ~|12.129|~              |   9|   0
6120|   6897.80|   100|2018A&A...616A..10G|B              |2MASS J03530452+2248050            |Y*O|03 53 04.5298661993 +22 48 04.878181488|     ~|14.884|13.628|     ~|12.129|~              |   9|   0
6121|   6897.80|   100|2018A&A...618A..93C|B              |2MASS J03530452+2248050            |Y*O|03 53 04.5298661993 +22 48 04.878181488|     ~|14.884|13.628|     ~|12.129|~              |   9|   0
6122|   6897.80|   100|2019PASP..131d4101G|B              |2MASS J03530452+2248050            |Y*O|03 53 04.5298661993 +22 48 04.878181488|     ~|14.884|13.628|     ~|12.129|~              |   9|   0
6123|   5249.67|   100|2007ApJS..172..663S|B              |2MASS J03532159+2358542            |Y*O|03 53 21.6030231936 +23 58 54.204021681|     ~|17.904|16.353|     ~|14.017|~              |   6|   0
6124|   5872.78|   100|2007ApJS..172..663S|B              |2MASS J03532482+2324151            |Y*O|03 53 24.8251754423 +23 24 14.989228822|     ~|16.629|15.122|     ~|12.791|M:             |  13|   0
6125|   5872.78|   100|2010MNRAS.408..475H|B              |2MASS J03532482+2324151            |Y*O|03 53 24.8251754423 +23 24 14.989228822|     ~|16.629|15.122|     ~|12.791|M:             |  13|   0
6126|   5872.78|   100|2018A&A...616A..10G|B              |2MASS J03532482+2324151            |Y*O|03 53 24.8251754423 +23 24 14.989228822|     ~|16.629|15.122|     ~|12.791|M:             |  13|   0
6127|   5872.78|   100|2019PASP..131d4101G|B              |2MASS J03532482+2324151            |Y*O|03 53 24.8251754423 +23 24 14.989228822|     ~|16.629|15.122|     ~|12.791|M:             |  13|   0
6128|   8350.42|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 794              |Er*|03 53 52.8216034349 +22 25 06.715850940|     ~|13.194|12.153|     ~|10.928|~              |  12|   0
6129|   8350.42|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 794              |Er*|03 53 52.8216034349 +22 25 06.715850940|     ~|13.194|12.153|     ~|10.928|~              |  12|   0
6130|   8350.42|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 794              |Er*|03 53 52.8216034349 +22 25 06.715850940|     ~|13.194|12.153|     ~|10.928|~              |  12|   0
6131|   8350.42|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 794              |Er*|03 53 52.8216034349 +22 25 06.715850940|     ~|13.194|12.153|     ~|10.928|~              |  12|   0
6132|   8350.42|   100|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 794              |Er*|03 53 52.8216034349 +22 25 06.715850940|     ~|13.194|12.153|     ~|10.928|~              |  12|   0
6133|   9702.69|    67|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 799              |*  |03 54 16.7904983015 +22 00 16.805325623|     ~|     ~|     ~|     ~|16.76 |~              |   5|   0
6134|   9702.69|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 799              |*  |03 54 16.7904983015 +22 00 16.805325623|     ~|     ~|     ~|     ~|16.76 |~              |   5|   0
6135|   7054.27|    81|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 805              |*  |03 54 37.3564398811 +23 13 32.733673595|     ~|     ~|     ~|     ~|15.38 |~              |   6|   0
